seed,algorithm,learning_rate,gamma,final_mean_reward,final_success_rate,backend,devices,action,mean_length,wall_time_s,env_name,reward_type,source_family,analysis_cohort,env_reward,mechanism,mechanism_param_name,mechanism_param_value,config_key,alpha,beta
8,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3290.667370045994,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.001,,0.001
9,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3413.570049542992,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.001,,0.001
0,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3437.7237430319947,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.01,,0.01
1,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3621.267593989964,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.01,,0.01
2,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3101.5876175459707,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.01,,0.01
3,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3054.0402875889995,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.01,,0.01
4,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3072.1994271819717,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.01,,0.01
5,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3500.3987678709677,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.01,,0.01
6,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3550.706106978003,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.01,,0.01
7,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3185.2113570640213,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.01,,0.01
8,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3119.3132809859817,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.01,,0.01
9,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3026.390597263992,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.01,,0.01
0,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,2917.079513129953,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.05,,0.05
1,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,2876.9612308199867,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.05,,0.05
2,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,2896.459133085038,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.05,,0.05
3,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3058.741495969007,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.05,,0.05
4,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,2985.8196574689937,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.05,,0.05
5,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,2989.030633076036,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.05,,0.05
6,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,2948.662732583005,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.05,,0.05
7,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,2976.669827957987,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.05,,0.05
8,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,2996.4189698289847,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.05,,0.05
9,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,2964.827834177995,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.05,,0.05
0,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3055.566208034986,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.001,,0.001
1,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,2966.958055933996,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.001,,0.001
2,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3286.386516240018,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.001,,0.001
3,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3093.4326476409915,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.001,,0.001
4,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3466.5085012270138,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.001,,0.001
5,DQN_RND,0.001,0.99,-0.5,0.25,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,190.1699981689453,3378.0867126570083,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.001,,0.001
6,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3427.254848154029,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.001,,0.001
7,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3416.690543789009,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.001,,0.001
8,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3362.353683965979,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.001,,0.001
9,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3314.137357636995,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.001,,0.001
0,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3228.0931898549898,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.01,,0.01
1,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3287.807700687961,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.01,,0.01
2,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3290.053764316952,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.01,,0.01
3,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3214.638514367,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.01,,0.01
4,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3300.223029012035,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.01,,0.01
5,DQN_RND,0.001,0.99,0.4799999892711639,0.7400000095367432,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,148.62998962402344,3300.4346018639626,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.01,,0.01
6,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3300.287402841961,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.01,,0.01
7,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3277.753947675985,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.01,,0.01
8,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3323.83598191198,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.01,,0.01
9,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3339.0489771440043,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.01,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.01,,0.01
0,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3362.783066142001,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.05,,0.05
1,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3371.994762774033,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.05,,0.05
2,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3309.068436553993,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.05,,0.05
3,DQN_RND,0.001,0.99,0.4199999868869781,0.7099999785423279,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,178.14999389648438,3032.4293643270003,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.05,,0.05
4,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3255.107372118044,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.05,,0.05
5,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3239.0152623059694,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.05,,0.05
6,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3330.096668438986,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.05,,0.05
7,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3297.614448256034,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.05,,0.05
8,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3219.8772668320453,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.05,,0.05
9,DQN_RND,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3233.744042872975,mountaincar,sparse,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_sparse,rnd,beta,0.05,dqn_rnd_mc_8000/mountaincar_sparse/lr0.001_g0.99_b0.05,,0.05
