seed,algorithm,learning_rate,gamma,final_mean_reward,final_success_rate,backend,devices,action,mean_length,wall_time_s,env_name,reward_type,source_family,analysis_cohort,env_reward,mechanism,mechanism_param_name,mechanism_param_value,config_key,alpha,beta
3,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,278.0956826439997,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.95_a0.05,0.05,
4,DQN_Entropy,0.001,0.95,0.949999988079071,0.0499999970197677,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,50.80999755859375,279.0599375210004,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.95_a0.05,0.05,
5,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,103.72999572753906,323.8406556320001,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.95_a0.05,0.05,
6,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,22.28999900817871,275.249065477,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.95_a0.05,0.05,
7,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,268.8031049880001,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.95_a0.05,0.05,
8,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,16.619998931884766,271.48399829400023,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.95_a0.05,0.05,
9,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,18.86999893188477,280.238367768,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.95_a0.05,0.05,
0,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,12.31999969482422,148.03541844099527,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.01,0.01,
1,DQN_Entropy,0.001,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.31999969482422,1169.2284366269996,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.01,0.01,
2,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,33.630001068115234,301.6980016739981,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.01,0.01,
3,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,293.41487669000344,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.01,0.01,
4,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,25.100000381469727,292.09882903599646,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.01,0.01,
5,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,107.3499984741211,329.2301169279963,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.01,0.01,
6,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,22.939998626708984,295.8259651629924,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.01,0.01,
7,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,288.82218814200314,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.01,0.01,
8,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,15.619999885559082,293.09906613000203,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.01,0.01,
9,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,18.6299991607666,301.72720814100467,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.01,0.01,
0,DQN_Entropy,0.001,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,12.420000076293944,1189.628575576,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.05,0.05,
1,DQN_Entropy,0.001,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.31999969482422,1150.0116467490006,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.05,0.05,
2,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,33.869998931884766,281.2241608649929,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.05,0.05,
3,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,272.6481230950012,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.05,0.05,
4,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,24.82999992370605,269.9362799619994,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.05,0.05,
5,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,100.81999969482422,307.49321774800774,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.05,0.05,
6,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,22.10999870300293,226.912380838,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.05,0.05,
7,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,220.448305278,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.05,0.05,
8,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,16.739999771118164,223.959645308,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.05,0.05,
9,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,18.729999542236328,233.908450146,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.001_g0.99_a0.05,0.05,
0,DQN_Entropy,0.01,0.95,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.359999656677246,1141.578023062999,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.01,0.01,
1,DQN_Entropy,0.01,0.95,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.31999969482422,1149.5666168459993,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.01,0.01,
2,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34000015258789,231.00176575699996,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.01,0.01,
3,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.40999984741211,229.313933467,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.01,0.01,
4,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34999942779541,229.35641001699992,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.01,0.01,
5,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,232.782523333,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.01,0.01,
6,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.420000076293944,279.0022304879999,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.01,0.01,
7,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,281.871519973,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.01,0.01,
8,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.369999885559082,280.0358669760001,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.01,0.01,
9,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.279999732971191,280.00315843400017,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.01,0.01,
0,DQN_Entropy,0.01,0.95,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.359999656677246,1148.163935980001,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.05,0.05,
1,DQN_Entropy,0.01,0.95,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.31999969482422,1163.556801308001,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.05,0.05,
2,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34000015258789,278.4808452200002,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.05,0.05,
3,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.40999984741211,277.0988399710002,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.05,0.05,
4,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34999942779541,277.73536092300014,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.05,0.05,
5,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,281.65143589299987,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.05,0.05,
6,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.420000076293944,239.47055526299985,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.05,0.05,
7,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,241.5451724200002,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.05,0.05,
8,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.369999885559082,239.73952464000013,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.05,0.05,
9,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.279999732971191,239.93406639399973,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.95_a0.05,0.05,
0,DQN_Entropy,0.01,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.359999656677246,1135.9298198340002,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.01,0.01,
1,DQN_Entropy,0.01,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.31999969482422,1140.9664119699992,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.01,0.01,
2,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34000015258789,248.37493041501148,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.01,0.01,
3,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.40999984741211,246.30473097799404,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.01,0.01,
4,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34999942779541,246.08200019599465,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.01,0.01,
5,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,249.64843416299848,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.01,0.01,
6,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.420000076293944,271.0971031710069,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.01,0.01,
7,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,272.76769656600663,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.01,0.01,
8,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.369999885559082,271.905207060001,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.01,0.01,
9,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.279999732971191,271.64395541000704,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.01,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.01,0.01,
0,DQN_Entropy,0.01,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.359999656677246,1133.7272976130007,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.05,0.05,
1,DQN_Entropy,0.01,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.31999969482422,1149.133485141001,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.05,0.05,
2,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34000015258789,271.32800628698897,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.05,0.05,
3,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.40999984741211,270.50521097100864,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.05,0.05,
4,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34999942779541,270.3182674669952,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.05,0.05,
5,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,272.4262374700047,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.05,0.05,
6,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.420000076293944,272.9169998099969,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.05,0.05,
7,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,274.5360279900051,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.05,0.05,
8,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.369999885559082,272.6015166040015,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.05,0.05,
9,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.279999732971191,273.344636378999,cartpole,sparse,dqn_entropy,cartpole,cartpole_sparse,entropy,alpha,0.05,dqn_entropy/cartpole_sparse/lr0.01_g0.99_a0.05,0.05,
0,DQN_RND,0.0005,0.95,9.359999656677246,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,339.430055627,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b0.1,,0.1
1,DQN_RND,0.0005,0.95,9.329999923706056,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.329999923706056,337.3417154959998,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b0.1,,0.1
2,DQN_RND,0.0005,0.95,12.6899995803833,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,12.6899995803833,347.88962164199984,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b0.1,,0.1
3,DQN_RND,0.0005,0.95,9.309999465942385,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,346.003623607,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b0.1,,0.1
4,DQN_RND,0.0005,0.95,9.34999942779541,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34999942779541,359.5287620700001,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b0.1,,0.1
5,DQN_RND,0.0005,0.95,9.380000114440918,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.380000114440918,357.5225005049997,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b0.1,,0.1
6,DQN_RND,0.0005,0.95,9.420000076293944,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.420000076293944,355.6290824430007,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b0.1,,0.1
7,DQN_RND,0.0005,0.95,9.449999809265137,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.449999809265137,355.6490064489999,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b0.1,,0.1
8,DQN_RND,0.0005,0.95,44.31999969482422,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,44.31999969482422,349.35380926500056,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b0.1,,0.1
9,DQN_RND,0.0005,0.95,9.309999465942385,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,348.7371439129993,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b0.1,,0.1
0,DQN_RND,0.0005,0.95,9.359999656677246,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,345.044262546,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b1.0,,1.0
1,DQN_RND,0.0005,0.95,9.329999923706056,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.329999923706056,343.49718365100125,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b1.0,,1.0
2,DQN_RND,0.0005,0.95,11.460000038146973,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,11.460000038146973,355.79844327400133,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b1.0,,1.0
3,DQN_RND,0.0005,0.95,9.309999465942385,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,353.7658133550012,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b1.0,,1.0
4,DQN_RND,0.0005,0.95,9.34999942779541,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34999942779541,354.2658858880004,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b1.0,,1.0
5,DQN_RND,0.0005,0.95,9.380000114440918,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.380000114440918,352.0561097490008,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b1.0,,1.0
6,DQN_RND,0.0005,0.95,9.420000076293944,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.420000076293944,359.8329454679988,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b1.0,,1.0
7,DQN_RND,0.0005,0.95,9.449999809265137,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.449999809265137,359.83743828499973,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b1.0,,1.0
8,DQN_RND,0.0005,0.95,40.91999816894531,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,40.91999816894531,351.3807905470003,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b1.0,,1.0
9,DQN_RND,0.0005,0.95,9.309999465942385,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,351.20524509799907,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.95_b1.0,,1.0
0,DQN_RND,0.0005,0.99,9.359999656677246,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,370.7646083710024,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b0.1,,0.1
